Plugin,Menu,Section,Type,English,Japanese
"LazyCrucible","","","","Interrupt Raise, never get petrified; aim the petrify cone at Cyclopes, not Lamias.","詠唱中断 蘇生、決して石化しないでください。石化コーンをラミアではなくサイクロプスに向けます。"
"LazyCrucible","","","","Interrupt Rupture and Camaraderie; aim Smashing Stamp through a gel; read the club pose.","詠唱中断 断裂と仲間意識;ジェルを通してスマッシングスタンプを狙います。クラブのポーズを読んでください。"
"LazyCrucible","","","","Invincibility",""
"LazyCrucible","","","","Inviting Verse (5 s)","誘いの詩 (5 秒)"
"LazyCrucible","","","","Jettatura",""
"LazyCrucible","","","","Karlabos",""
"LazyCrucible","","","","Karlabos: water x2, crowd control","カルラボス: 水 x2、群衆 加工精度"
"LazyCrucible","","","","Keep HP even: Younger to about 15%, then Elder, then finish both together","HP を均等に保つ: 若年層を約 15%、次に高齢者、その後両方を一緒に終了する"
"LazyCrucible","","","","Keep zombies grouped and AoE them; mind Wit's End stacks, revives and the forced march.","ゾンビをグループ化して範囲攻撃します。 Wit's End のスタック、復活、そして強制行進を心掛けてください。"
"LazyCrucible","","","","Keeps enough heals for the fights ahead, then buys what keeps you and your familiars alive: resistance to what those fights inflict, max HP and damage-taken gear, revives, and feed for the familiars the horns will use. Each purchase is confirmed only when the prompt names that item. Never sells and never leaves the shop; buying anything yourself hands the rest of the visit to you.","これからの戦いに備えて十分な回復を維持し、その後、あなたとあなたの使い魔を生かしておくものを購入します：それらの戦いが与えるものに対する耐性、最大HPとダメージを受けた装備、復活、角が使用する使い魔の餌。各購入は、プロンプトでそのアイテムに名前が付けられた場合にのみ確認されます。決して売らず、店を離れることもありません。自分で何かを買うと、残りの訪問はあなたに委ねられます。"
"LazyCrucible","","","","Kill a woken Thanatos Piece first","目覚めたタナトスのピースを最初に倒す"
"LazyCrucible","","","","Kill bombs, then the Deepeye during Oogle; aim a dying Light Sprite at the hidden boss.","爆弾を倒し、ウーグル中にディープアイを倒します。瀕死のライトスプライトを隠しボスに狙います。"
"LazyCrucible","","","","Kill both together; stop Rallying Cheer; dodge the brothers' casts in finish order.","両方を一緒に殺します。 停止 応援を集めます。兄弟のキャストを終了順にかわします。"
"LazyCrucible","","","","Kill Grenades first, interrupt Massive Explosion, never hit a Snoll under Ice Spikes.","最初に手榴弾を倒し、詠唱中断 大爆発を起こし、アイススパイクの下でスノールを攻撃しないでください。"
"LazyCrucible","","","","Kill Myconids on water puddles, get off water for Void Thunder III, cleanse paralysis.","水たまりでミコニッドを倒し、ヴォイドサンダーIII、解除麻痺のために水から降ります。"
"LazyCrucible","","","","Kill order","殺害命令"
"LazyCrucible","","","","Kill the Flowertender healers first; the Guardia shields an ally; read Campeador's pose.","まずフラワーテンダーのヒーラーを倒します。ガーディアは味方を守ります。カンピアドールのポーズを読んでください。"
"LazyCrucible","","","","Kill the Ice Sprite first, stay out of ice puddles, dodge lines and the landing.","まずアイススプライトを倒し、氷の水たまりに近づかず、ラインや着地を避けてください。"
"LazyCrucible","","","","Kill the Mage first, stop Fanaticism, cleanse poison, read Blood Rain.","まず魔術師を殺し、停止狂信、解除毒、ブラッドレインを読んでください。"
"LazyCrucible","","","","Kill the Mogmugger before it flees; killing the Kinged Swordsmog ends the fight.","モグマッガーが逃げる前に倒してください。キングド・ソードモッグを倒すと戦いが終わります。"
"LazyCrucible","","","","Kinborrow (4 s)","キンボロー (4秒)"
"LazyCrucible","","","","king ahriman piece (elite)","キングアーリマンピース（エリート）"
"LazyCrucible","","","","King Ahriman Piece + Hapalit Piece + Dirty Eye Piece","キングアーリマンピース + ハパリットピース + ダーティーアイピース"
"LazyCrucible","","","","King Ahriman Piece + Hapalit Piece + Dirty Eye Piece (elite)","キングアーリマンピース + ハパリットピース + ダーティアイピース (エリート)"
"LazyCrucible","","","","king ahriman piece: Ice; hapalit piece: Wind; dirty eye piece: Ice","アーリマン王の作品: 氷。ハパリット作品: 風;汚れた接眼レンズ: 氷"
"LazyCrucible","","","","Lakhamu piece (enemy)","ラカムピース（敵）"
"LazyCrucible","","","","Lakhamu Piece + Golem Piece","ラカムの欠片＋ゴーレムの欠片"
"LazyCrucible","","","","Lakhamu Piece + Golem Piece (enemy)","ラカムの欠片＋ゴーレムの欠片（敵）"
"LazyCrucible","","","","Lakhamu piece: Water; golem piece: Water","Lakhamu ピース: 水。ゴーレムピース：水"
"LazyCrucible","","","","Landslip (8 s)","地滑り (8 秒)"
"LazyCrucible","","","","Lauda the Spellcleaver (boss)","ラウダ・ザ・スペルクリーバー（ボス）"
"LazyCrucible","","","","Lauda the Spellcleaver + Thanatos Piece","呪術包丁ラウダ + タナトスの欠片"
"LazyCrucible","","","","Lauda the Spellcleaver + Thanatos Piece (boss)","呪術包丁ラウダ＋タナトスの欠片（ボス）"
"LazyCrucible","","","","Lauda the Spellcleaver: None; Thanatos piece: Lightning","ラウダ・ザ・スペルクリーバー：なし。タナトスの作品：ライトニング"
"LazyCrucible","","","","lightning",""
"LazyCrucible","","","","Lightning damage for a woken Thanatos","覚醒したタナトスに雷ダメージ"
"LazyCrucible","","","","Lightning damage plus Soul Crush (Soulkin) for Confound","雷撃ダメージ＋コンファウントのソウルクラッシュ（ソウルキン）"
"LazyCrucible","","","","lightning x3, crowd control","稲妻 x3、群衆 加工精度"
"LazyCrucible","","","","lightning x4","稲妻×4"
"LazyCrucible","","","","lightning x4, crowd control","稲妻 x4、群衆 加工精度"
"LazyCrucible","","","","lightning x5","稲妻×5"
"LazyCrucible","","","","lightning x5, Scouring Ash","稲妻×5、灼熱の灰"
"LazyCrucible","","","","lightning x5, Soul Crush","ライトニング×5、ソウルクラッシュ"
"LazyCrucible","","","","Line Voltage (2 s)","線間電圧 (2秒)"
"LazyCrucible","","","","Liquid Hell (6 s)","リキッドヘル(6秒)"
"LazyCrucible","","","","Loosefrox Inkyjots (boss)","ルーズフロックス・インクジョッツ (ボス)"
"LazyCrucible","","","","Loosefrox Inkyjots + Chewchum Popoto","Loosefrox Inkyjots + チェチュム ポポト"
"LazyCrucible","","","","Loosefrox Inkyjots + Chewchum Popoto (boss)","ルーズフロックス・インクジョッツ + チェチュム・ポポト (ボス)"
"LazyCrucible","","","","Loosefrox Inkyjots: Blunt; Chewchum Popoto: Water","Loosefrox Inkyjots: 鈍い。ポポト：水を手に入れました"
"LazyCrucible","","","","Lost Hope (3 s)","失われた希望 (3秒)"
"LazyCrucible","","","","Machina add attacks (3.5 s)","マキナ 雑魚敵／追加出現 攻撃 (3.5 秒)"
"LazyCrucible","","","","Malady orbs (5 s)","マレディオーブ(5秒)"
"LazyCrucible","","","","Mana Manifestation (4 s)","マナの顕現(4秒)"
"LazyCrucible","","","","Mandragora",""
"LazyCrucible","","","","Mandragora: blunt x3, crowd control","マンドラゴラ：鈍器×3、群衆加工精度"
"LazyCrucible","","","","Mangling Fang (5 s)","マングリングファング(5秒)"
"LazyCrucible","","","","Manticore Piece","マンティコアの欠片"
"LazyCrucible","","","","manticore piece (enemy)","マンティコアの欠片（敵）"
"LazyCrucible","","","","Manticore Piece (enemy)","マンティコアの欠片（敵）"
"LazyCrucible","","","","manticore piece: Wind","マンティコアの作品：風"
"LazyCrucible","","","","Mantis",""
"LazyCrucible","","","","Mantis: slashing","カマキリ：斬撃"
"LazyCrucible","","","","Marks the choice that helps most and says why. It does not click yet: which button belongs to which choice has not been recorded.","最も役立つ選択肢をマークし、その理由を示します。まだクリックしません。どの ボタン がどの選択肢に属するかは記録されていません。"
"LazyCrucible","","","","Massive Explosion (Grenade) (4 s)","大爆発（手榴弾）（4秒）"
"LazyCrucible","","","","Massive Explosion (Progenitrix) (7 s)","大爆発（プロジェニトリックス）（7秒）"
"LazyCrucible","","","","Mechanics",""
"LazyCrucible","","","","medusa piece (elite, random space)","メデューサピース（エリート、ランダムスペース）"
"LazyCrucible","","","","Medusa Piece + Lamia Piece + Cyclops Piece","メデューサの欠片 + ラミアの欠片 + サイクロプスの欠片"
"LazyCrucible","","","","Medusa Piece + Lamia Piece + Cyclops Piece (elite, random)","メデューサの欠片 + ラミアの欠片 + サイクロプスの欠片 (エリート、ランダム)"
"LazyCrucible","","","","medusa piece: Piercing; lamia piece: Piercing; cyclops piece: None","メデューサピース: ピアス;ラミアピース: ピアス;サイクロプスピース：なし"
"LazyCrucible","","","","Megalocrab",""
"LazyCrucible","","","","Megalocrab: water","メガロクラブ：水"
"LazyCrucible","","","","Megalocrab: water x2, Quelling Wave for wisps","メガロクラブ：水×2、ウィスプ用の鎮波波"
"LazyCrucible","","","","Meltdown",""
"LazyCrucible","","","","Meteor",""
"LazyCrucible","","","","Meteor Impact","メテオインパクト"
"LazyCrucible","","","","Might (5 s)","かもしれない (5秒)"
"LazyCrucible","","","","mindflayer piece (elite)","マインドフレイヤー ピース (エリート)"
"LazyCrucible","","","","Mindflayer Piece + Myconid Piece","マインドフレイヤーのピース + マイコニッドのピース"
"LazyCrucible","","","","Mindflayer Piece + Myconid Piece (elite)","マインドフレイヤーのピース + マイコニッドのピース (エリート)"
"LazyCrucible","","","","mindflayer piece: Slashing; myconid piece: Water","マインドフレイヤーピース: 斬撃;ミコニッドピース: 水"
"LazyCrucible","","","","Mindjack (4 s)","マインドジャック (4秒)"
"LazyCrucible","","","","Missiles",""
"LazyCrucible","","","","Miteling spawn","マイトリングスポーン"
"LazyCrucible","","","","Mnemonic Riddle (5 s)","記憶のなぞなぞ (5 秒)"
"LazyCrucible","","","","Moghemian Rhapsody","モゲミアン・ラプソディ"
"LazyCrucible","","","","Mogmugger, Melomogs, the casting Kinged healer or caster, then Kinged Swordsmog","Mogmugger、Melomogs、キャスト Kinged ヒーラー またはキャスター、次に Kinged Swordsmog"
"LazyCrucible","","","","Mogshield Swipe","モグシールドスワイプ"
"LazyCrucible","","","","Molten Metal (8.3 s)","溶融金属 (8.3 秒)"
"LazyCrucible","","","","Moogle Tempest (8 s)","モーグリのテンペスト (8秒)"
"LazyCrucible","","","","Morbol",""
"LazyCrucible","","","","morbol piece (enemy)","モルボルピース（敵）"
"LazyCrucible","","","","Morbol Piece + Seedling Piece + Ochu Piece + Carrion Broth","モルボルの欠片 + 苗の欠片 + オチューの欠片 + ハシボソのスープ"
"LazyCrucible","","","","Morbol Piece + Seedling Piece + Ochu Piece + Carrion Broth (enemy)","モルボルの欠片＋苗の欠片＋オチューの欠片＋死肉のスープ（敵）"
"LazyCrucible","","","","morbol piece: Slashing; seedling piece: Slashing; ochu piece: Slashing; carrion broth: Ice","モルボルピース: 斬撃;苗片：斬り込み。大中駒：斬撃。腐肉スープ：氷"
"LazyCrucible","","","","Morbol: blunt, crowd control","モルボル: 無愛想、群衆 加工精度"
"LazyCrucible","","","","Morpho Pieces (4 s)","モルフォピース (4秒)"
"LazyCrucible","","","","Mortal Gaze (4 s)","モータル 視線攻撃 (4 秒)"
"LazyCrucible","","","","Mortal Gaze (5 s)","モータル 視線攻撃 (5 秒)"
"LazyCrucible","","","","Mortal Ray (5 s)","モータル レイ (5 秒)"
"LazyCrucible","","","","Most movement-heavy B2 fight: stay central, dodge tornadoes, cones and the leap.","最も移動量の多い B2 戦闘: 中心に留まり、竜巻、コーン、ジャンプを避けます。"
"LazyCrucible","","","","Myconid Pieces","ミコニッドの欠片"
"LazyCrucible","","","","Natural Nurture (9 s)","自然の育成 (9 秒)"
"LazyCrucible","","","","Necropurge (1 s)","ネクロパージ(1秒)"
"LazyCrucible","","","","Needle Gnarl (4 s)","針節（4秒）"
"LazyCrucible","","","","Needles (8 s)","針（8秒）"
"LazyCrucible","","","","Needles Out (3 s)","ニードルアウト (3 秒)"
"LazyCrucible","","","","No camp before the boss: buy potions at the last shop","ボスの前にキャンプはありません: 最後の店でポーションを購入してください"
"LazyCrucible","","","","No familiar selection yet this session.","このセッションではまだおなじみの選択はありません。"
"LazyCrucible","","","","No guide covers it; all three can be stunned. Cleanse Void Paralyze.","それをカバーするガイドはありません。 3人全員が気絶する可能性があります。 解除 無効麻痺。"
"LazyCrucible","","","","Not covered by any source","入手先／取得元／ソース の対象外"
"LazyCrucible","","","","Noxious Explosion","有害な爆発"
"LazyCrucible","","","","Noxious Nova (8 s)","ノクシャス・ノヴァ(8秒)"
"LazyCrucible","","","","Numeric Riddle (5 s)","数字の謎 (5 秒)"
"LazyCrucible","","","","Object 199 (5 s)","オブジェクト 199 (5 秒)"
"LazyCrucible","","","","Obliterate (5 s)","消滅(5秒)"
"LazyCrucible","","","","ogre piece (elite)","オーガピース（エリート）"
"LazyCrucible","","","","Ogre Piece + Wisp Piece + Great Wisp Piece","オーガピース + ウィスプピース + グレートウィスプピース"
"LazyCrucible","","","","Ogre Piece + Wisp Piece + Great Wisp Piece (elite)","オーガピース + ウィスプピース + グレートウィスプピース (エリート)"
"LazyCrucible","","","","ogre piece: Wind; wisp piece: Water; great wisp piece: Water","鬼の駒：風。ウィスプピース: 水。グレートウィスプピース: 水"
"LazyCrucible","","","","On the formation screen before every fight, puts the three familiars that answer that fight's mechanics on the horns: elemental weakness, interrupts (Soul Crush), dispels (Quelling Wave), cleanses and crowd control the enemies are vulnerable to. Knocked-out familiars are never picked; badly hurt ones lose to a healthy one that fits nearly as well. Never starts the fight, never touches the shop's feeding screen, and stops for that screen as soon as a slot is changed by hand.","各戦闘の前のフォーメーション画面で、その戦闘のメカニズムに答える 3 人の使い魔を角に配置します: 要素の弱さ、中断 (ソウル クラッシュ)、ディスペル (クエリング ウェーブ)、敵が脆弱な 加工精度 の浄化と群衆。ノックアウトされた使い魔は決して選ばれません。重傷を負った人は、ほぼ同様に健康な状態にある人に負けます。決して戦闘を開始したり、ショップのフィード画面に触れたりせず、スロットが手動で変更されるとすぐにその画面で停止します。"
"LazyCrucible","","","","On the Properties of Darkness (8 s)","暗闇の性質について (8 秒)"
"LazyCrucible","","","","On the Properties of Quakes (8 s)","地震の性質について (8 秒)"
"LazyCrucible","","","","Once per visit to the entry menu, sets the ten familiars that cover the board's battles best. A roster changed by hand is left alone until the next run.","エントリーメニューへのアクセスごとに 1 回、ボードの戦いを最もよくカバーする 10 人の使い魔を設定します。手動で変更された名簿は、次の 周回／実行 まで放置されます。"
"LazyCrucible","","","","One chat line per fight naming each familiar and why it was picked.","戦いごとに 1 つのチャット ラインで、それぞれの使い魔の名前と、それが選ばれた理由を指定します。"
"LazyCrucible","","","","Oogle (10 s)","ウーグル (10秒)"
"LazyCrucible","","","","Open the fight guide","戦闘ガイドを開く"
"LazyCrucible","","","","Open the fight guide on the upcoming fight","今後の戦闘に関する戦闘ガイドを開く"
"LazyCrucible","","","","Opo-opo",""
"LazyCrucible","","","","Opo-opo: ",""
"LazyCrucible","","","","Opo-opo: blunt","複数：鈍い"
"LazyCrucible","","","","Opo-opo: blunt x2","複数:鈍器 x2"
"LazyCrucible","","","","Opo-opo: blunt x3, crowd control","ポップアップ: 鈍い x3、群衆 加工精度"
"LazyCrucible","","","","Opo-opo: blunt x4, crowd control","ポップアップ: 鈍い x4、群衆 加工精度"
"LazyCrucible","","","","Opo-opo: blunt, crowd control","オポオポ: 無愛想、群衆 加工精度"
"LazyCrucible","","","","Ossify (8 s)","骨化 (8秒)"
"LazyCrucible","","","","Outcrop (5 s)","露頭 (5 秒)"
"LazyCrucible","","","","Overdue (7 s)","期限切れ (7 秒)"
"LazyCrucible","","","","Overpowering Point (6.9 s)","圧倒的ポイント (6.9秒)"
"LazyCrucible","","","","Overpowering Point (8.4 s)","圧倒的ポイント(8.4秒)"
"LazyCrucible","","","","Paralyzing Spikes (3 s)","麻痺スパイク(3秒)"
"LazyCrucible","","","","Parting Blow Seedlings with the Morbol; dodge the rotating breath; cleanse paralysis.","モルボルによるパーティングブロー苗;回転するブレスを回避します。 解除 麻痺。"
"LazyCrucible","","","","Parting Blow the pet before Curtains for Rank 5; clear adds; face per the gaze debuff.","別れ ランク 5 の場合、カーテンの前でペットを吹き飛ばします。クリアは付け加えます。 視線攻撃 弱体効果／デバフ に準拠した顔。"
"LazyCrucible","","","","Pas de Seul (boss)","ノーアローン（ボス）"
"LazyCrucible","","","","Pas de Seul + Succubus Mage + Succubus Knight","ノーアローン + サキュバスメイジ + サキュバスナイト"
"LazyCrucible","","","","Pas de Seul + Succubus Mage + Succubus Knight (boss)","ノーアローン + サキュバスメイジ + サキュバスナイト (ボス)"
"LazyCrucible","","","","Pas de Seul: Piercing; succubus mage: Fire; succubus knight: Fire","いいえ: ピアスのみ。サキュバスメイジ: 火;サキュバスナイト：ファイアー"
"LazyCrucible","","","","Petrified Cyclops","石化したサイクロプス"
"LazyCrucible","","","","Petrifying Passion (3 s)","石化する情熱 (3秒)"
"LazyCrucible","","","","Petrifying Regard (3 s)","石化の敬意(3秒)"
"LazyCrucible","","","","Physical autos (it has 5-star magic defense)","物理オート (5 つ星の魔法防御力を備えています)"
"LazyCrucible","","","","Physical autos only; soak orbs up to 4 stacks; aim the knockback into a corner.","物理的な自動車のみ。オーブを最大 4 スタックまでソークします。 ノックバック をコーナーに向けます。"
"LazyCrucible","","","","Pick a landing column clear of the Golem line; kill the Golem; keep apart from the pet.","ゴーレムラインを避けて着地 列 を選択します。ゴーレムを殺します。ペットから遠ざけてください。"
"LazyCrucible","","","","Pick in or out from the roar, then the safe angle from the breathing head; cleanse poison.","咆哮から中または外を選び、次に呼吸する頭から安全な角度を選びます。 解除 毒。"
"LazyCrucible","","","","piercing",""
"LazyCrucible","","","","Piercing damage (its weakness)","貫通ダメージ（弱点）"
"LazyCrucible","","","","Piercing damage for the Siren, fire for the adds","セイレーンの貫通ダメージ、追加の炎"
"LazyCrucible","","","","Piercing Laser (6 s)","ピアシングレーザー(6秒)"
"LazyCrucible","","","","piercing x2, crowd control","ピアス×2、群衆 加工精度"
"LazyCrucible","","","","piercing x3, crowd control","ピアス x3、群衆 加工精度"
"LazyCrucible","","","","piercing, crowd control","ピアス、群衆 加工精度"
"LazyCrucible","","","","Piscodemon Piece","ピスコデーモンの欠片"
"LazyCrucible","","","","piscodemon piece (enemy)","ピスコデーモンのピース（敵）"
"LazyCrucible","","","","Piscodemon Piece (enemy)","ピスコデーモンピース（敵）"
"LazyCrucible","","","","piscodemon piece: Slashing","ピスコデーモンピース：斬撃"
"LazyCrucible","","","","Plaincracker (7 s)","プレーンクラッカー (7秒)"
"LazyCrucible","","","","Plummet (7.5 s)","急落 (7.5 秒)"
"LazyCrucible","","","","Poison (Seedkin borrow) still damages spiked moles","毒（シードキンの借用）は依然としてスパイクされたモグラにダメージを与えます"
"LazyCrucible","","","","Poison tankbuster, expanding rings and a web; AoE the Mitelings when they spawn.","タンク強攻撃 を毒し、リングとウェブを拡大します。ミテリングがスポーンするときにそれらを範囲指定します。"
"LazyCrucible","","","","Poison works here; a draining release plus Shield Charge on the adds heals you","ここでは毒が作用します。消耗するリリースと追加のシールドチャージがあなたを回復します"
"LazyCrucible","","","","Pom Flood / Pom Flare (10 s)","ポムフラッド/ポムフレア(10秒)"
"LazyCrucible","","","","Pom Holy (9 s)","ポムホーリー (9秒)"
"LazyCrucible","","","","Pom Meteorain (7.5 s)","ポム メテオライン (7.5 秒)"
"LazyCrucible","","","","Progenitrix piece (enemy, random space)","Progenitrix ピース (敵、ランダムスペース)"
"LazyCrucible","","","","Progenitrix Piece + Grenade Piece + Bomb Piece + Snoll Piece + Pyrobolus Piece","プロジェニトリックスのピース + グレネードのピース + 爆弾のピース + スノールのピース + パイロボルスのピース"
"LazyCrucible","","","","Progenitrix Piece + Grenade Piece + Bomb Piece + Snoll Piece + Pyrobolus Piece (enemy, random)","プロジェニトリックスのピース + グレネードのピース + ボムのピース + スノールのピース + パイロボルスのピース (敵、ランダム)"
"LazyCrucible","","","","Progenitrix piece: Wind; grenade piece: Wind; bomb piece: Wind; snoll piece: Fire; pyrobolus piece: Water","祖先の作品: 風;手榴弾の部分: 風;爆弾のピース: 風;スノールピース: 火。ピロボルスの欠片：水"
"LazyCrucible","","","","Pugil",""
"LazyCrucible","","","","Pugil: water","ボクサー：水"
"LazyCrucible","","","","Pugil: water x2","パギル：水×2"
"LazyCrucible","","","","Pullet Piece, then Cockerel Piece, then the Zu","プーレットピース、次に雄鶏ピース、そしてズー"
"LazyCrucible","","","","Pure movement fight; mechanics layer up the longer it lives, so burn it down.","純粋な動きの戦い。メカニックは寿命が長くなるほど層が厚くなるので、焼き払ってください。"
"LazyCrucible","","","","Queen Hawk Piece first","クイーンホークピース1位"
"LazyCrucible","","","","Queen Hawk trick","クイーンホークのトリック"
"LazyCrucible","","","","Quelling Wave (Wavekin borrow) for Ultimate Focus; a borrow lasts 90 s after the familiar leaves","究極の集中のためのQuelling Wave (Wavekinの借用)。借用は使い魔が去った後も90秒続く"
"LazyCrucible","","","","Quelling Wave (Wavekin) or Fang of Water for Kinborrow","キンボロー用の鎮波波（ウェイブキン）または水の牙"
"LazyCrucible","","","","Raise (10 s)","蘇生 (10秒)"
"LazyCrucible","","","","Rallying Cheer (7 s)","歓声を集める(7秒)"
"LazyCrucible","","","","Ray of Ignorance (6 s)","無知の光線 (6秒)"
"LazyCrucible","","","","Read the castbar name for in or out; kill the heart within its 20 s Self-destruct.","インまたはアウトのキャストバー名を読み取ります。 20秒以内に心臓を殺すと自己破壊します。"
"LazyCrucible","","","","Read the glowing arm, dodge the leap and dashes; tankbuster about 30 s in.","光る腕を読み、ジャンプやダッシュを避けてください。 タンク強攻撃 約 30 秒インチ"
"LazyCrucible","","","","Read-only. Writes every Crucible screen (path choice, spoils, treasure, shop, feeding, campsite, beast gear) and the buttons pressed on it to the Dalamud log, so those screens can be automated later. Never presses anything.","読み取り専用。すべてのクルーシブル画面 (経路 の選択、戦利品、宝物、ショップ、餌やり、キャンプ場、獣の装備) とその上で押されたボタンを Dalamud ログ に書き込むため、これらの画面を後で自動化できます。決して何も押しません。"
"LazyCrucible","","","","Record Crucible screens to the log","Crucible 画面を ログ に記録する"
"LazyCrucible","","","","Report a problem##lalatelemetry-report-button","問題を報告する##lalatelemetry-report-button"
"LazyCrucible","","","","Reset towers at 2, spread comets, hide behind a comet for Ecliptic Meteor.","リセット／初期化 は 2 にそびえ立っており、散開 彗星は黄道流星の彗星の後ろに隠れています。"
"LazyCrucible","","","","Resist or cure — blind: Crimson Ribbon (gear), Silver Specs (gear), Crucible Eye Drops, G1 Antiblind Soul Serum, G2 Antiblind Soul Serum, Black Truffle Simular (feed)","抵抗するか治療する — ブラインド：クリムゾンリボン（ギア）、シルバースペック（ギア）、クルーシブルアイドロップ、G1アンチブラインドソウルセラム、G2アンチブラインドソウルセラム、黒トリュフ模倣（フィード）"
"LazyCrucible","","","","Resist or cure — blind: Crimson Ribbon (gear), Silver Specs (gear), Crucible Eye Drops, G1 Antiblind Soul Serum, G2 Antiblind Soul Serum, Black Truffle Simular (feed); petrification: Crimson Ribbon (gear), Crucible Needle, G1 Antipetrification Soul Serum, G2 Antipetrification Soul Serum, White Truffle Simular (feed)","抵抗するか治療する — ブラインド：クリムゾンリボン（ギア）、シルバースペック（ギア）、クルーシブルアイドロップ、G1アンチブラインドソウルセラム、G2アンチブラインドソウルセラム、ブラックトリュフ模倣（フィード）。石化：クリムゾンリボン（装備）、るつぼニードル、G1反石化の魂血清、G2反石化の魂血清、白トリュフ模造品（餌）"
"LazyCrucible","","","","Resist or cure — doom: Soulreaper's Armor (gear)","抵抗するか治療するか — 破滅: Soulreaper's Armor (ギア)"
"LazyCrucible","","","","Resist or cure — paralysis: Crimson Ribbon (gear), Genji Gloves (gear), G1 Antiparalysis Soul Serum, G2 Antiparalysis Soul Serum, Morel Simular (feed)","抵抗または治療 - 麻痺：クリムゾンリボン（ギア）、ゲンジグローブ（ギア）、G1対麻痺魂血清、G2対麻痺魂血清、アミガサタケ模倣物（フィード）"
"LazyCrucible","","","","Resist or cure — paralysis: Crimson Ribbon (gear), Genji Gloves (gear), G1 Antiparalysis Soul Serum, G2 Antiparalysis Soul Serum, Morel Simular (feed); petrification: Crimson Ribbon (gear), Crucible Needle, G1 Antipetrification Soul Serum, G2 Antipetrification Soul Serum, White Truffle Simular (feed)","抵抗するか治療する - 麻痺：クリムゾンリボン（ギア）、ゲンジグローブ（ギア）、G1対麻痺ソウルセラム、G2対麻痺ソウルセラム、モレル模倣品（餌）;石化：クリムゾンリボン（装備）、るつぼニードル、G1反石化の魂血清、G2反石化の魂血清、白トリュフ模造品（餌）"
"LazyCrucible","","","","Resist or cure — petrification: Crimson Ribbon (gear), Crucible Needle, G1 Antipetrification Soul Serum, G2 Antipetrification Soul Serum, White Truffle Simular (feed)","抵抗または治療 - 石化：クリムゾンリボン（ギア）、クルーシブルニードル、G1反石化の魂血清、G2反石化の魂血清、白トリュフ模倣（餌）"
"LazyCrucible","","","","Resist or cure — poison: Angel Robe (gear), Crucible Antidote, G1 Antipoison Soul Serum, G2 Antipoison Soul Serum, Potion of Breathtaking Swiftness, Porcini Simular (feed)","抵抗するか治療する — 毒: エンジェルローブ (ギア)、クルーシブル解毒剤、G1 対毒魂血清、G2 対毒魂血清、息を呑むような素早さの 薬品、ポルチーニ模倣 (フィード)"
"LazyCrucible","","","","Resist or cure — poison: Angel Robe (gear), Crucible Antidote, G1 Antipoison Soul Serum, G2 Antipoison Soul Serum, Potion of Breathtaking Swiftness, Porcini Simular (feed); paralysis: Crimson Ribbon (gear), Genji Gloves (gear), G1 Antiparalysis Soul Serum, G2 Antiparalysis Soul Serum, Morel Simular (feed)","抵抗するか治療する - 毒: エンジェルローブ (装備)、クルーシブル解毒剤、G1 対毒魂血清、G2 対毒魂血清、息を呑むような素早さの 薬品、ポルチーニ模倣 (フィード);麻痺：クリムゾンリボン（装備）、ゲンジグローブ（装備）、G1対麻痺魂血清、G2対麻痺魂血清、モレル擬似（餌）"
"LazyCrucible","","","","Resist or cure — poison: Angel Robe (gear), Crucible Antidote, G1 Antipoison Soul Serum, G2 Antipoison Soul Serum, Potion of Breathtaking Swiftness, Porcini Simular (feed); sleep: Black Cowl (gear), G1 Antisleep Soul Serum, G2 Antisleep Soul Serum, Mushroom Simular (feed)","抵抗するか治療する - 毒: エンジェルローブ (装備)、クルーシブル解毒剤、G1 対毒魂血清、G2 対毒魂血清、息を呑むような素早さの 薬品、ポルチーニ模倣 (フィード);睡眠：ブラックカウル（ギア）、G1アンチスリープソウルセラム、G2アンチスリープソウルセラム、キノコ模擬（餌）"
"LazyCrucible","","","","Riddle result (3 s)","謎の結果 (3 秒)"
"LazyCrucible","","","","Rime Wreath (5 s)","ライムリース(5秒)"
"LazyCrucible","","","","Ripples of Gloom (5 s)","暗闇の波紋 (5秒)"
"LazyCrucible","","","","Rippling Evisceration (6 s)","波打つ内臓除去(6秒)"
"LazyCrucible","","","","Rock Wall (4 s)","岩壁 (4秒)"
"LazyCrucible","","","","Rockslide (7 s)","岩滑り（7秒）"
"LazyCrucible","","","","Roster (familiars in the most battles' picks, number of battles): Diremite (2), Coeurl (2), Behemoth (2), Ice golem (1), Golem (1), Salamander (1), Vulture (1), Squirrel (1), Dodo (1), Karlabos (1), Flying trap (1), Sabotender (1), Ghost (1), Spriggan (1)","名簿 (最も多くの戦闘でピックされた使い魔、戦闘数): ディレマイト (2)、クァール (2)、ベヒモス (2)、アイス ゴーレム (1)、ゴーレム (1)、サラマンダー (1)、ハゲワシ (1)、リス (1)、ドードー (1)、カルラボス (1)、飛行 トラップ (1)、サボテンダー (1)、ゴースト (1)、スプリガン (1)"
